user_id,last_date,active_days,total_revenue,recency_days,frequency,monetary,r_quintile,f_quintile,m_quintile,RFM_score,RFM_numeric,segment
user_1746,2025-06-30,24,2.99,1,24,2.99,5,3,4,534,534,At Risk
user_1747,2025-06-29,37,3.96,2,37,3.96,5,5,4,554,554,At Risk
user_1748,2025-06-30,31,3.9800000000000004,1,31,3.9800000000000004,5,5,4,554,554,At Risk
user_1749,2025-06-23,12,0.99,8,12,0.99,2,1,3,213,213,Champions
user_175,2025-06-15,14,2.99,16,14,2.99,1,1,4,114,114,Champions
user_1750,2025-06-13,29,22.959999999999997,18,29,22.959999999999997,1,4,5,145,145,Champions
user_1751,2025-06-25,28,0.0,6,28,0.0,3,4,1,341,341,Loyal
user_1752,2025-05-26,22,3.9800000000000004,36,22,3.9800000000000004,1,3,4,134,134,Champions
user_1753,2025-06-29,27,0.99,2,27,0.99,5,4,3,543,543,At Risk
user_1754,2025-05-31,31,2.99,31,31,2.99,1,5,4,154,154,Champions
user_1755,2025-06-30,4,0.0,1,4,0.0,5,1,1,511,511,At Risk
user_1756,2025-06-30,13,0.0,1,13,0.0,5,1,1,511,511,At Risk
user_1757,2025-06-28,3,0.0,3,3,0.0,4,1,1,411,411,Potential
user_1758,2025-06-29,25,3.9800000000000004,2,25,3.9800000000000004,5,3,4,534,534,At Risk
user_1759,2025-06-09,28,0.99,22,28,0.99,1,4,3,143,143,Champions
user_176,2025-06-21,31,0.0,10,31,0.0,2,5,1,251,251,Loyal
user_1760,2025-06-27,31,1.98,4,31,1.98,4,5,4,454,454,Potential
user_1761,2025-06-30,28,20.979999999999997,1,28,20.979999999999997,5,4,5,545,545,At Risk
user_1762,2025-06-25,8,0.0,6,8,0.0,3,1,1,311,311,Loyal
user_1763,2025-06-16,29,0.0,15,29,0.0,2,4,1,241,241,Loyal
user_1764,2025-06-28,24,1.98,3,24,1.98,4,3,4,434,434,Potential
user_1765,2025-06-20,33,0.0,11,33,0.0,2,5,1,251,251,Loyal
user_1766,2025-06-13,27,0.0,18,27,0.0,1,4,1,141,141,Champions
user_1767,2025-06-30,12,0.0,1,12,0.0,5,1,1,511,511,At Risk
user_1768,2025-06-29,28,0.0,2,28,0.0,5,4,1,541,541,At Risk
user_1769,2025-06-22,30,0.0,9,30,0.0,2,4,1,241,241,Loyal
user_177,2025-06-29,28,4.970000000000001,2,28,4.970000000000001,5,4,5,545,545,At Risk
user_1770,2025-06-27,28,2.99,4,28,2.99,4,4,4,444,444,Potential
user_1771,2025-06-25,32,10.98,6,32,10.98,3,5,5,355,355,Potential
user_1772,2025-06-29,10,0.0,2,10,0.0,5,1,1,511,511,At Risk
user_1773,2025-06-29,9,0.0,2,9,0.0,5,1,1,511,511,At Risk
user_1774,2025-06-30,3,0.99,1,3,0.99,5,1,3,513,513,At Risk
user_1775,2025-06-26,15,2.99,5,15,2.99,3,2,4,324,324,Loyal
user_1776,2025-06-24,34,0.0,7,34,0.0,3,5,1,351,351,Potential
user_1777,2025-06-16,14,0.0,15,14,0.0,2,1,1,211,211,Champions
user_1778,2025-06-19,26,19.99,12,26,19.99,2,3,5,235,235,Loyal
user_1779,2025-06-19,36,5.96,12,36,5.96,2,5,5,255,255,Loyal
user_178,2025-06-24,32,0.0,7,32,0.0,3,5,1,351,351,Potential
user_1780,2025-06-30,12,0.99,1,12,0.99,5,1,3,513,513,At Risk
user_1781,2025-05-18,30,0.0,44,30,0.0,1,4,1,141,141,Champions
user_1782,2025-06-29,12,0.0,2,12,0.0,5,1,1,511,511,At Risk
user_1783,2025-06-30,18,2.99,1,18,2.99,5,2,4,524,524,At Risk
user_1784,2025-06-26,21,0.99,5,21,0.99,3,2,3,323,323,Loyal
user_1785,2025-06-23,15,0.0,8,15,0.0,2,2,1,221,221,Champions
user_1786,2025-06-30,14,0.99,1,14,0.99,5,1,3,513,513,At Risk
user_1787,2025-06-24,15,2.99,7,15,2.99,3,2,4,324,324,Loyal
user_1788,2025-06-30,27,0.0,1,27,0.0,5,4,1,541,541,At Risk
user_1789,2025-05-24,32,1.98,38,32,1.98,1,5,4,154,154,Champions
user_179,2025-06-26,4,0.99,5,4,0.99,3,1,3,313,313,Loyal
user_1790,2025-06-27,24,0.0,4,24,0.0,4,3,1,431,431,Potential
user_1791,2025-06-22,39,0.0,9,39,0.0,2,5,1,251,251,Loyal
user_1792,2025-06-26,16,0.0,5,16,0.0,3,2,1,321,321,Loyal
user_1793,2025-06-17,21,0.99,14,21,0.99,2,2,3,223,223,Champions
user_1794,2025-06-30,23,0.0,1,23,0.0,5,3,1,531,531,At Risk
user_1795,2025-06-26,29,0.99,5,29,0.99,3,4,3,343,343,Loyal
user_1796,2025-06-14,26,2.99,17,26,2.99,1,3,4,134,134,Champions
user_1797,2025-06-23,19,0.0,8,19,0.0,2,2,1,221,221,Champions
user_1798,2025-06-19,31,0.99,12,31,0.99,2,5,3,253,253,Loyal
user_1799,2025-06-22,35,9.99,9,35,9.99,2,5,5,255,255,Loyal
user_18,2025-06-27,26,1.98,4,26,1.98,4,3,4,434,434,Potential
user_180,2025-05-28,34,11.97,34,34,11.97,1,5,5,155,155,Champions
user_1800,2025-06-02,29,0.99,29,29,0.99,1,4,3,143,143,Champions
user_1801,2025-06-25,3,0.0,6,3,0.0,3,1,1,311,311,Loyal
user_1802,2025-06-26,18,13.97,5,18,13.97,3,2,5,325,325,Loyal
user_1803,2025-06-28,31,0.99,3,31,0.99,4,5,3,453,453,Potential
user_1804,2025-06-27,35,2.99,4,35,2.99,4,5,4,454,454,Potential
user_1805,2025-05-24,22,0.99,38,22,0.99,1,3,3,133,133,Champions
user_1806,2025-06-30,18,2.99,1,18,2.99,5,2,4,524,524,At Risk
user_1807,2025-06-27,22,0.99,4,22,0.99,4,3,3,433,433,Potential
user_1808,2025-06-01,38,4.970000000000001,30,38,4.970000000000001,1,5,5,155,155,Champions
user_1809,2025-06-21,36,10.98,10,36,10.98,2,5,5,255,255,Loyal
user_181,2025-06-28,28,2.99,3,28,2.99,4,4,4,444,444,Potential
user_1810,2025-06-15,30,0.0,16,30,0.0,1,4,1,141,141,Champions
user_1811,2025-06-26,19,19.99,5,19,19.99,3,2,5,325,325,Loyal
user_1812,2025-06-30,13,0.0,1,13,0.0,5,1,1,511,511,At Risk
user_1813,2025-06-11,23,0.0,20,23,0.0,1,3,1,131,131,Champions
user_1814,2025-04-30,23,0.0,62,23,0.0,1,3,1,131,131,Champions
user_1815,2025-06-21,30,0.99,10,30,0.99,2,4,3,243,243,Loyal
user_1816,2025-06-30,3,0.0,1,3,0.0,5,1,1,511,511,At Risk
user_1817,2025-06-19,35,5.96,12,35,5.96,2,5,5,255,255,Loyal
user_1818,2025-06-28,17,0.0,3,17,0.0,4,2,1,421,421,Potential
user_1819,2025-06-28,19,0.0,3,19,0.0,4,2,1,421,421,Potential
user_182,2025-06-09,37,1.98,22,37,1.98,1,5,4,154,154,Champions
user_1820,2025-06-27,33,0.99,4,33,0.99,4,5,3,453,453,Potential
user_1821,2025-06-20,26,9.99,11,26,9.99,2,3,5,235,235,Loyal
user_1822,2025-05-21,31,0.0,41,31,0.0,1,5,1,151,151,Champions
user_1823,2025-06-26,21,0.99,5,21,0.99,3,2,3,323,323,Loyal
user_1824,2025-06-30,10,0.0,1,10,0.0,5,1,1,511,511,At Risk
user_1825,2025-06-23,18,2.99,8,18,2.99,2,2,4,224,224,Champions
user_1826,2025-06-28,25,0.99,3,25,0.99,4,3,3,433,433,Potential
user_1827,2025-06-13,33,2.9699999999999998,18,33,2.9699999999999998,1,5,4,154,154,Champions
user_1828,2025-06-27,2,0.0,4,2,0.0,4,1,1,411,411,Potential
user_1829,2025-06-30,13,0.0,1,13,0.0,5,1,1,511,511,At Risk
user_183,2025-06-28,5,0.0,3,5,0.0,4,1,1,411,411,Potential
user_1830,2025-06-22,30,0.99,9,30,0.99,2,4,3,243,243,Loyal
user_1832,2025-06-29,28,0.99,2,28,0.99,5,4,3,543,543,At Risk
user_1833,2025-06-24,27,0.0,7,27,0.0,3,4,1,341,341,Loyal
user_1834,2025-06-30,22,2.99,1,22,2.99,5,3,4,534,534,At Risk
user_1835,2025-06-30,15,3.9800000000000004,1,15,3.9800000000000004,5,2,4,524,524,At Risk
user_1836,2025-06-30,19,2.99,1,19,2.99,5,2,4,524,524,At Risk
user_1837,2025-06-04,26,2.9699999999999998,27,26,2.9699999999999998,1,3,4,134,134,Champions
user_1838,2025-06-02,27,4.970000000000001,29,27,4.970000000000001,1,4,5,145,145,Champions
user_1839,2025-06-30,7,0.0,1,7,0.0,5,1,1,511,511,At Risk
user_184,2025-06-30,10,0.0,1,10,0.0,5,1,1,511,511,At Risk
user_1840,2025-05-25,26,0.0,37,26,0.0,1,3,1,131,131,Champions
user_1841,2025-06-20,35,0.99,11,35,0.99,2,5,3,253,253,Loyal
user_1842,2025-06-24,25,0.99,7,25,0.99,3,3,3,333,333,Loyal
user_1843,2025-06-17,28,3.9800000000000004,14,28,3.9800000000000004,2,4,4,244,244,Loyal
user_1844,2025-06-26,27,4.970000000000001,5,27,4.970000000000001,3,4,5,345,345,Potential
user_1845,2025-06-25,2,0.0,6,2,0.0,3,1,1,311,311,Loyal
user_1846,2025-06-14,34,0.99,17,34,0.99,1,5,3,153,153,Champions
user_1847,2025-05-30,35,2.9699999999999998,32,35,2.9699999999999998,1,5,4,154,154,Champions
user_1848,2025-06-13,26,0.0,18,26,0.0,1,3,1,131,131,Champions
user_1849,2025-06-22,8,2.99,9,8,2.99,2,1,4,214,214,Champions
user_185,2025-06-24,27,10.98,7,27,10.98,3,4,5,345,345,Potential
user_1850,2025-06-30,24,2.9699999999999998,1,24,2.9699999999999998,5,3,4,534,534,At Risk
user_1851,2025-06-18,30,1.98,13,30,1.98,2,4,4,244,244,Loyal
user_1852,2025-06-27,5,0.0,4,5,0.0,4,1,1,411,411,Potential
user_1853,2025-06-28,14,0.99,3,14,0.99,4,1,3,413,413,Potential
user_1854,2025-06-30,12,0.0,1,12,0.0,5,1,1,511,511,At Risk
user_1855,2025-06-28,8,0.99,3,8,0.99,4,1,3,413,413,Potential
user_1856,2025-06-15,34,5.96,16,34,5.96,1,5,5,155,155,Champions
user_1857,2025-06-23,11,0.99,8,11,0.99,2,1,3,213,213,Champions
user_1858,2025-06-30,27,5.98,1,27,5.98,5,4,5,545,545,At Risk
user_1859,2025-06-27,6,0.0,4,6,0.0,4,1,1,411,411,Potential
user_186,2025-06-27,26,0.0,4,26,0.0,4,3,1,431,431,Potential
user_1860,2025-06-30,12,19.99,1,12,19.99,5,1,5,515,515,At Risk
user_1861,2025-06-29,18,0.0,2,18,0.0,5,2,1,521,521,At Risk
user_1862,2025-06-28,30,3.9800000000000004,3,30,3.9800000000000004,4,4,4,444,444,Potential
user_1863,2025-06-18,35,6.970000000000001,13,35,6.970000000000001,2,5,5,255,255,Loyal
user_1864,2025-06-29,23,0.99,2,23,0.99,5,3,3,533,533,At Risk
user_1865,2025-06-29,1,0.0,2,1,0.0,5,1,1,511,511,At Risk
user_1866,2025-06-25,2,0.0,6,2,0.0,3,1,1,311,311,Loyal
user_1867,2025-05-19,29,1.98,43,29,1.98,1,4,4,144,144,Champions
user_1868,2025-06-08,34,0.99,23,34,0.99,1,5,3,153,153,Champions
user_1869,2025-06-28,33,9.96,3,33,9.96,4,5,5,455,455,At Risk
user_187,2025-06-30,9,0.0,1,9,0.0,5,1,1,511,511,At Risk
user_1870,2025-06-09,10,0.0,22,10,0.0,1,1,1,111,111,Champions
user_1871,2025-06-29,9,0.99,2,9,0.99,5,1,3,513,513,At Risk
user_1872,2025-06-15,25,0.0,16,25,0.0,1,3,1,131,131,Champions
user_1873,2025-06-29,29,0.0,2,29,0.0,5,4,1,541,541,At Risk
user_1874,2025-06-28,7,0.0,3,7,0.0,4,1,1,411,411,Potential
user_1875,2025-06-29,22,0.0,2,22,0.0,5,3,1,531,531,At Risk
user_1876,2025-06-30,29,0.0,1,29,0.0,5,4,1,541,541,At Risk
user_1877,2025-06-29,25,0.0,2,25,0.0,5,3,1,531,531,At Risk
user_1878,2025-06-30,22,0.99,1,22,0.99,5,3,3,533,533,At Risk
user_1879,2025-06-21,28,1.98,10,28,1.98,2,4,4,244,244,Loyal
user_188,2025-06-23,20,0.0,8,20,0.0,2,2,1,221,221,Champions
user_1880,2025-06-30,25,0.99,1,25,0.99,5,3,3,533,533,At Risk
user_1881,2025-06-29,23,0.99,2,23,0.99,5,3,3,533,533,At Risk
user_1882,2025-06-29,6,0.0,2,6,0.0,5,1,1,511,511,At Risk
user_1883,2025-06-22,14,19.99,9,14,19.99,2,1,5,215,215,Champions
user_1884,2025-06-29,13,0.99,2,13,0.99,5,1,3,513,513,At Risk
user_1885,2025-06-02,29,2.99,29,29,2.99,1,4,4,144,144,Champions
user_1886,2025-06-27,25,0.0,4,25,0.0,4,3,1,431,431,Potential
user_1887,2025-06-27,36,0.0,4,36,0.0,4,5,1,451,451,Potential
user_1888,2025-06-24,34,0.99,7,34,0.99,3,5,3,353,353,Potential
user_1889,2025-06-27,16,0.0,4,16,0.0,4,2,1,421,421,Potential
user_189,2025-06-25,27,7.960000000000001,6,27,7.960000000000001,3,4,5,345,345,Potential
user_1890,2025-06-29,1,0.0,2,1,0.0,5,1,1,511,511,At Risk
user_1891,2025-06-12,31,0.0,19,31,0.0,1,5,1,151,151,Champions
user_1892,2025-06-25,24,10.98,6,24,10.98,3,3,5,335,335,Loyal
user_1893,2025-06-26,19,2.99,5,19,2.99,3,2,4,324,324,Loyal
user_1894,2025-06-02,30,0.0,29,30,0.0,1,4,1,141,141,Champions
user_1895,2025-06-22,20,0.0,9,20,0.0,2,2,1,221,221,Champions
user_1896,2025-06-30,12,0.99,1,12,0.99,5,1,3,513,513,At Risk
user_1897,2025-06-18,18,0.0,13,18,0.0,2,2,1,221,221,Champions
user_1898,2025-06-10,24,0.99,21,24,0.99,1,3,3,133,133,Champions
user_1899,2025-06-16,33,0.0,15,33,0.0,2,5,1,251,251,Loyal
user_19,2025-06-22,23,0.0,9,23,0.0,2,3,1,231,231,Champions
user_190,2025-06-19,37,0.0,12,37,0.0,2,5,1,251,251,Loyal
user_1900,2025-06-26,21,0.0,5,21,0.0,3,2,1,321,321,Loyal
user_1901,2025-06-22,27,0.0,9,27,0.0,2,4,1,241,241,Loyal
user_1902,2025-06-12,34,1.98,19,34,1.98,1,5,4,154,154,Champions
user_1903,2025-06-27,22,0.0,4,22,0.0,4,3,1,431,431,Potential
user_1904,2025-05-25,36,0.99,37,36,0.99,1,5,3,153,153,Champions
user_1905,2025-06-21,8,2.99,10,8,2.99,2,1,4,214,214,Champions
user_1906,2025-06-04,31,9.99,27,31,9.99,1,5,5,155,155,Champions
user_1907,2025-06-29,3,0.0,2,3,0.0,5,1,1,511,511,At Risk
user_1908,2025-06-24,44,0.99,7,44,0.99,3,5,3,353,353,Potential
user_1909,2025-06-23,26,0.0,8,26,0.0,2,3,1,231,231,Champions
user_191,2025-06-05,25,0.99,26,25,0.99,1,3,3,133,133,Champions
user_1910,2025-06-28,30,11.97,3,30,11.97,4,4,5,445,445,Potential
user_1911,2025-06-14,27,0.99,17,27,0.99,1,4,3,143,143,Champions
user_1912,2025-06-29,10,0.0,2,10,0.0,5,1,1,511,511,At Risk
user_1913,2025-06-30,1,0.0,1,1,0.0,5,1,1,511,511,At Risk
user_1914,2025-06-28,30,0.0,3,30,0.0,4,4,1,441,441,Potential
user_1915,2025-06-24,31,19.99,7,31,19.99,3,5,5,355,355,Potential
user_1916,2025-06-29,23,0.0,2,23,0.0,5,3,1,531,531,At Risk
user_1917,2025-06-27,7,0.0,4,7,0.0,4,1,1,411,411,Potential
user_1918,2025-06-23,17,2.99,8,17,2.99,2,2,4,224,224,Champions
user_1919,2025-06-09,28,0.99,22,28,0.99,1,4,3,143,143,Champions
user_192,2025-06-29,12,0.0,2,12,0.0,5,1,1,511,511,At Risk
user_1920,2025-06-19,33,0.99,12,33,0.99,2,5,3,253,253,Loyal
user_1921,2025-06-29,16,0.99,2,16,0.99,5,2,3,523,523,At Risk
user_1922,2025-06-05,29,2.99,26,29,2.99,1,4,4,144,144,Champions
user_1923,2025-06-27,26,4.970000000000001,4,26,4.970000000000001,4,3,5,435,435,Potential
user_1924,2025-06-26,36,0.0,5,36,0.0,3,5,1,351,351,Potential
user_1925,2025-06-29,18,0.0,2,18,0.0,5,2,1,521,521,At Risk
user_1926,2025-06-07,31,24.959999999999997,24,31,24.959999999999997,1,5,5,155,155,Champions
user_1927,2025-06-30,20,0.0,1,20,0.0,5,2,1,521,521,At Risk
user_1928,2025-06-30,25,0.0,1,25,0.0,5,3,1,531,531,At Risk
user_1929,2025-06-30,22,0.99,1,22,0.99,5,3,3,533,533,At Risk
user_193,2025-06-28,8,0.0,3,8,0.0,4,1,1,411,411,Potential
user_1930,2025-05-21,29,4.970000000000001,41,29,4.970000000000001,1,4,5,145,145,Champions
user_1931,2025-06-28,31,3.9800000000000004,3,31,3.9800000000000004,4,5,4,454,454,Potential
user_1932,2025-06-25,26,9.99,6,26,9.99,3,3,5,335,335,Loyal
user_1933,2025-06-20,24,0.99,11,24,0.99,2,3,3,233,233,Loyal
user_1934,2025-06-30,26,0.99,1,26,0.99,5,3,3,533,533,At Risk
user_1935,2025-06-30,21,0.0,1,21,0.0,5,2,1,521,521,At Risk
user_1936,2025-06-29,14,0.0,2,14,0.0,5,1,1,511,511,At Risk
user_1937,2025-06-22,27,0.0,9,27,0.0,2,4,1,241,241,Loyal
user_1938,2025-06-28,15,0.0,3,15,0.0,4,2,1,421,421,Potential
user_1939,2025-06-30,25,5.98,1,25,5.98,5,3,5,535,535,At Risk
user_194,2025-06-20,26,1.98,11,26,1.98,2,3,4,234,234,Loyal
user_1940,2025-06-26,30,0.99,5,30,0.99,3,4,3,343,343,Loyal
user_1941,2025-06-14,30,0.0,17,30,0.0,1,4,1,141,141,Champions
user_1942,2025-06-17,24,0.99,14,24,0.99,2,3,3,233,233,Loyal
user_1943,2025-06-22,16,0.0,9,16,0.0,2,2,1,221,221,Champions
user_1944,2025-06-26,16,0.99,5,16,0.99,3,2,3,323,323,Loyal
user_1945,2025-06-29,18,0.0,2,18,0.0,5,2,1,521,521,At Risk
user_1946,2025-06-28,35,0.0,3,35,0.0,4,5,1,451,451,Potential
user_1947,2025-06-29,28,3.9800000000000004,2,28,3.9800000000000004,5,4,4,544,544,At Risk
user_1948,2025-06-22,36,2.99,9,36,2.99,2,5,4,254,254,Loyal
user_1949,2025-06-26,27,0.99,5,27,0.99,3,4,3,343,343,Loyal
user_195,2025-06-30,31,9.99,1,31,9.99,5,5,5,555,555,At Risk
user_1950,2025-06-20,23,0.0,11,23,0.0,2,3,1,231,231,Champions
user_1951,2025-06-06,26,0.99,25,26,0.99,1,3,3,133,133,Champions
user_1952,2025-06-21,34,0.0,10,34,0.0,2,5,1,251,251,Loyal
user_1953,2025-06-23,27,0.99,8,27,0.99,2,4,3,243,243,Loyal
user_1954,2025-06-27,17,0.99,4,17,0.99,4,2,3,423,423,Potential
user_1955,2025-06-30,1,0.0,1,1,0.0,5,1,1,511,511,At Risk
user_1956,2025-06-30,7,0.99,1,7,0.99,5,1,3,513,513,At Risk
user_1957,2025-06-26,20,1.98,5,20,1.98,3,2,4,324,324,Loyal
user_1958,2025-06-19,25,0.0,12,25,0.0,2,3,1,231,231,Champions
user_1959,2025-06-29,17,0.0,2,17,0.0,5,2,1,521,521,At Risk
user_196,2025-06-06,22,0.0,25,22,0.0,1,3,1,131,131,Champions
user_1960,2025-06-27,14,0.0,4,14,0.0,4,2,1,421,421,Potential
user_1961,2025-06-28,32,3.96,3,32,3.96,4,5,4,454,454,Potential
user_1962,2025-06-29,35,0.99,2,35,0.99,5,5,3,553,553,At Risk
user_1963,2025-06-28,13,0.0,3,13,0.0,4,1,1,411,411,Potential
user_1964,2025-06-28,32,0.0,3,32,0.0,4,5,1,451,451,Potential
user_1965,2025-06-30,29,0.99,1,29,0.99,5,4,3,543,543,At Risk
user_1966,2025-06-20,24,11.97,11,24,11.97,2,3,5,235,235,Loyal
user_1967,2025-06-15,27,22.979999999999997,16,27,22.979999999999997,1,4,5,145,145,Champions
user_1968,2025-06-16,24,0.99,15,24,0.99,2,3,3,233,233,Loyal
user_1969,2025-06-30,22,14.96,1,22,14.96,5,3,5,535,535,At Risk
user_197,2025-06-29,15,0.0,2,15,0.0,5,2,1,521,521,At Risk
user_1970,2025-05-28,29,0.0,34,29,0.0,1,4,1,141,141,Champions
user_1971,2025-05-23,28,0.99,39,28,0.99,1,4,3,143,143,Champions
user_1972,2025-06-30,13,3.9800000000000004,1,13,3.9800000000000004,5,1,4,514,514,At Risk
user_1973,2025-06-26,33,4.970000000000001,5,33,4.970000000000001,3,5,5,355,355,Potential
user_1974,2025-06-27,29,2.99,4,29,2.99,4,4,4,444,444,Potential
user_1975,2025-06-30,31,19.99,1,31,19.99,5,5,5,555,555,At Risk
user_1976,2025-06-25,2,0.0,6,2,0.0,3,1,1,311,311,Loyal
user_1977,2025-06-30,27,0.0,1,27,0.0,5,4,1,541,541,At Risk
user_1978,2025-06-09,30,0.0,22,30,0.0,1,4,1,141,141,Champions
user_1979,2025-06-30,9,19.99,1,9,19.99,5,1,5,515,515,At Risk
user_198,2025-06-29,10,0.0,2,10,0.0,5,1,1,511,511,At Risk
user_1980,2025-06-27,15,0.99,4,15,0.99,4,2,3,423,423,Potential
user_1981,2025-06-17,31,0.0,14,31,0.0,2,5,1,251,251,Loyal
user_1982,2025-06-14,14,19.99,17,14,19.99,1,2,5,125,125,Champions
user_1983,2025-06-15,25,0.0,16,25,0.0,1,3,1,131,131,Champions
user_1984,2025-06-27,30,0.0,4,30,0.0,4,4,1,441,441,Potential
user_1985,2025-06-11,31,3.9800000000000004,20,31,3.9800000000000004,1,5,4,154,154,Champions
user_1986,2025-06-21,33,0.0,10,33,0.0,2,5,1,251,251,Loyal
user_1987,2025-06-30,14,0.99,1,14,0.99,5,2,3,523,523,At Risk
user_1988,2025-06-25,28,0.99,6,28,0.99,3,4,3,343,343,Loyal
user_1989,2025-06-25,25,0.99,6,25,0.99,3,3,3,333,333,Loyal
user_199,2025-06-28,8,0.0,3,8,0.0,4,1,1,411,411,Potential
user_1990,2025-06-29,14,0.0,2,14,0.0,5,2,1,521,521,At Risk
user_1991,2025-06-26,12,0.0,5,12,0.0,3,1,1,311,311,Loyal
user_1992,2025-06-30,32,3.9800000000000004,1,32,3.9800000000000004,5,5,4,554,554,At Risk
user_1993,2025-06-30,21,0.0,1,21,0.0,5,2,1,521,521,At Risk
user_1994,2025-06-02,35,0.99,29,35,0.99,1,5,3,153,153,Champions
user_1995,2025-06-29,20,0.0,2,20,0.0,5,2,1,521,521,At Risk
user_1996,2025-06-28,23,0.99,3,23,0.99,4,3,3,433,433,Potential
user_1997,2025-06-30,7,0.0,1,7,0.0,5,1,1,511,511,At Risk
user_1998,2025-06-07,25,9.99,24,25,9.99,1,3,5,135,135,Champions
user_1999,2025-06-15,31,0.99,16,31,0.99,1,5,3,153,153,Champions
user_2,2025-06-29,7,0.0,2,7,0.0,5,1,1,511,511,At Risk
user_20,2025-06-19,25,0.99,12,25,0.99,2,3,3,233,233,Loyal
user_200,2025-06-25,17,0.99,6,17,0.99,3,2,3,323,323,Loyal
user_2000,2025-06-30,28,0.0,1,28,0.0,5,4,1,541,541,At Risk
user_2001,2025-06-30,25,0.0,1,25,0.0,5,3,1,531,531,At Risk
user_2002,2025-06-19,29,30.97,12,29,30.97,2,4,5,245,245,Loyal
user_2003,2025-06-30,8,0.0,1,8,0.0,5,1,1,511,511,At Risk
user_2004,2025-06-26,22,9.99,5,22,9.99,3,3,5,335,335,Loyal
user_2005,2025-06-14,27,7.960000000000001,17,27,7.960000000000001,1,4,5,145,145,Champions
user_2006,2025-06-29,17,2.99,2,17,2.99,5,2,4,524,524,At Risk
user_2007,2025-06-15,33,12.98,16,33,12.98,1,5,5,155,155,Champions
user_2008,2025-06-23,15,0.0,8,15,0.0,2,2,1,221,221,Champions
user_2009,2025-05-21,26,0.99,41,26,0.99,1,3,3,133,133,Champions
user_201,2025-06-27,14,0.99,4,14,0.99,4,2,3,423,423,Potential
user_2010,2025-06-28,23,0.0,3,23,0.0,4,3,1,431,431,Potential
user_2011,2025-05-28,43,9.99,34,43,9.99,1,5,5,155,155,Champions
user_2012,2025-06-06,34,35.96,25,34,35.96,1,5,5,155,155,Champions
user_2013,2025-06-28,5,0.0,3,5,0.0,4,1,1,411,411,Potential
user_2014,2025-06-10,42,5.960000000000001,21,42,5.960000000000001,1,5,5,155,155,Champions
user_2015,2025-06-26,22,0.0,5,22,0.0,3,3,1,331,331,Loyal
user_2016,2025-06-28,29,29.98,3,29,29.98,4,4,5,445,445,Potential
user_2017,2025-06-21,29,0.0,10,29,0.0,2,4,1,241,241,Loyal
user_2018,2025-06-28,7,0.0,3,7,0.0,4,1,1,411,411,Potential
user_2019,2025-06-11,25,8.97,20,25,8.97,1,3,5,135,135,Champions
user_202,2025-06-14,29,0.0,17,29,0.0,1,4,1,141,141,Champions
user_2020,2025-06-26,23,0.0,5,23,0.0,3,3,1,331,331,Loyal
user_2021,2025-06-30,3,0.0,1,3,0.0,5,1,1,511,511,At Risk
user_2022,2025-06-22,27,0.99,9,27,0.99,2,4,3,243,243,Loyal
user_2023,2025-06-29,5,0.0,2,5,0.0,5,1,1,511,511,At Risk
user_2024,2025-06-20,33,13.97,11,33,13.97,2,5,5,255,255,Loyal
user_2025,2025-06-30,37,1.98,1,37,1.98,5,5,4,554,554,At Risk
user_2026,2025-06-08,29,0.0,23,29,0.0,1,4,1,141,141,Champions
user_2027,2025-06-28,15,0.0,3,15,0.0,4,2,1,421,421,Potential
user_2029,2025-06-28,34,0.99,3,34,0.99,4,5,3,453,453,Potential
user_203,2025-06-21,32,0.99,10,32,0.99,2,5,3,253,253,Loyal
user_2030,2025-06-29,24,0.0,2,24,0.0,5,3,1,531,531,At Risk
user_2031,2025-06-16,33,0.99,15,33,0.99,2,5,3,253,253,Loyal
user_2032,2025-06-22,26,39.98,9,26,39.98,2,3,5,235,235,Loyal
user_2033,2025-06-25,28,0.0,6,28,0.0,3,4,1,341,341,Loyal
user_2034,2025-06-29,3,0.0,2,3,0.0,5,1,1,511,511,At Risk
user_2035,2025-06-29,19,0.99,2,19,0.99,5,2,3,523,523,At Risk
user_2036,2025-06-30,32,0.99,1,32,0.99,5,5,3,553,553,At Risk
user_2037,2025-05-16,30,0.99,46,30,0.99,1,4,3,143,143,Champions
user_2038,2025-06-21,30,2.99,10,30,2.99,2,4,4,244,244,Loyal
user_2039,2025-06-14,26,11.97,17,26,11.97,1,3,5,135,135,Champions
user_204,2025-06-27,10,0.0,4,10,0.0,4,1,1,411,411,Potential
user_2040,2025-06-05,27,3.9800000000000004,26,27,3.9800000000000004,1,4,4,144,144,Champions
user_2041,2025-06-30,7,0.0,1,7,0.0,5,1,1,511,511,At Risk
user_2042,2025-06-08,22,0.99,23,22,0.99,1,3,3,133,133,Champions
user_2043,2025-06-26,24,0.0,5,24,0.0,3,3,1,331,331,Loyal
user_2044,2025-06-21,26,1.98,10,26,1.98,2,3,4,234,234,Loyal
user_2045,2025-06-29,7,0.0,2,7,0.0,5,1,1,511,511,At Risk
user_2046,2025-06-16,15,0.0,15,15,0.0,2,2,1,221,221,Champions
user_2047,2025-05-08,28,9.99,54,28,9.99,1,4,5,145,145,Champions
user_2048,2025-06-29,15,0.0,2,15,0.0,5,2,1,521,521,At Risk
user_2049,2025-06-29,14,0.99,2,14,0.99,5,2,3,523,523,At Risk
user_205,2025-06-19,19,2.99,12,19,2.99,2,2,4,224,224,Champions
